folio,foliohog,id_pobla,edad,nacio_dia,nacio_mes,sexo,parentesco,asiste_esc,tipo_esc,turno_esc,no_asiste,grado_inst,nivel_inst,alfabetism,edo_conyug,nivel_inst_desc,edo_conyug_desc,sexo_desc,parentesco_desc
24604,1,1,64,15,2,1,1,2,0,0,0,3,2,1,1,Primaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24604,1,2,43,29,8,2,2,2,0,0,0,2,7,1,1,Estudios técnicos o comerciales con secundaria terminada,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24605,1,1,52,17,3,2,1,1,1,4,0,6,2,1,2,Primaria,Está separada(o),Mujer,Jefe(a)
24605,1,2,21,10,5,2,3,2,0,0,1,2,3,1,2,Secundaria,Está separada(o),Mujer,Hija(o)
24605,1,3,7,13,1,2,4,1,1,2,0,3,1,2,0,Preescolar,No aplica,Mujer,Nieta(o)
24605,1,4,5,13,4,1,4,1,1,1,0,2,1,0,0,Preescolar,No aplica,Hombre,Nieta(o)
24606,1,1,27,9,8,1,1,2,0,0,2,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24606,1,2,20,11,5,2,2,2,0,0,2,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24606,1,3,22,6,6,2,8,2,0,0,7,3,3,1,5,Secundaria,Está soltera(o),Mujer,Otro
24606,1,4,4,6,2,1,3,2,0,0,10,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
24607,1,1,26,11,8,2,1,2,0,0,9,4,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Jefe(a)
24607,1,2,57,13,3,1,6,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Hombre,Madre o padre
24607,1,3,4,25,9,2,3,1,1,3,0,1,1,0,0,Preescolar,No aplica,Mujer,Hija(o)
24608,1,1,33,1,1,1,1,2,0,0,0,4,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24608,1,2,24,1,9,2,2,2,0,0,7,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24609,1,1,59,7,12,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24609,1,2,55,20,7,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24609,1,3,24,19,1,1,3,2,0,0,8,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
24610,1,1,65,3,1,1,1,2,0,0,0,4,2,1,1,Primaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24610,1,2,47,25,6,2,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24610,1,3,30,25,10,2,3,2,0,0,8,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
24610,1,4,19,3,9,2,3,1,1,1,0,1,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
24611,1,1,30,21,9,1,1,2,0,0,8,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24611,1,2,29,5,11,2,2,2,0,0,8,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24611,1,3,9,2,3,1,3,1,1,2,0,2,2,1,0,Primaria,No aplica,Hombre,Hija(o)
24611,1,4,5,26,4,1,3,1,1,1,0,1,1,0,0,Preescolar,No aplica,Hombre,Hija(o)
24612,1,1,24,24,8,1,1,1,2,2,0,2,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24612,1,2,28,5,10,2,2,1,2,2,0,2,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24612,1,3,13,30,1,1,3,1,1,1,0,6,2,1,5,Primaria,Está soltera(o),Hombre,Hija(o)
24612,1,4,11,17,11,2,3,1,1,1,0,5,2,1,0,Primaria,No aplica,Mujer,Hija(o)
24613,1,1,73,24,5,2,1,2,0,0,0,2,2,1,2,Primaria,Está separada(o),Mujer,Jefe(a)
24614,1,1,32,15,11,2,1,2,0,0,0,2,4,1,2,Preparatoria o bachillerato,Está separada(o),Mujer,Jefe(a)
24614,1,2,50,16,9,1,8,2,0,0,0,6,2,1,5,Primaria,Está soltera(o),Hombre,Otro
24614,1,3,13,7,1,2,8,1,1,2,0,5,2,1,5,Primaria,Está soltera(o),Mujer,Otro
24614,1,4,9,5,9,2,3,1,1,3,0,3,2,1,0,Primaria,No aplica,Mujer,Hija(o)
24614,1,5,6,27,2,1,3,1,1,3,0,3,1,2,0,Preescolar,No aplica,Hombre,Hija(o)
24614,1,6,4,13,10,1,3,2,0,0,7,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
24615,1,1,47,1,4,1,1,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24615,1,2,49,21,8,2,2,2,0,0,0,3,2,1,1,Primaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24615,1,3,18,3,1,2,3,2,0,0,7,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
24616,1,1,40,28,7,1,1,2,0,0,0,2,11,1,6,Maestría,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24616,1,2,33,25,10,2,2,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24616,1,3,6,12,1,1,3,1,1,1,0,2,1,1,0,Preescolar,No aplica,Hombre,Hija(o)
24616,1,4,4,27,11,2,3,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
24617,1,1,27,8,10,1,1,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24617,1,2,26,25,10,2,2,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24618,1,1,27,19,12,1,1,2,0,0,8,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24618,1,2,26,5,8,2,2,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24618,1,3,5,10,12,2,3,1,1,1,0,2,1,0,0,Preescolar,No aplica,Mujer,Hija(o)
24619,1,1,43,12,7,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24619,1,2,44,7,1,2,2,2,0,0,0,3,8,1,6,Estudios técnicos o comerciales con preparatoria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24619,1,3,16,9,9,2,3,1,1,1,0,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
24620,1,1,52,17,7,1,1,2,0,0,0,1,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24620,1,2,47,17,1,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24620,1,3,21,30,7,1,3,1,1,2,0,2,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
24620,1,4,15,7,8,1,3,1,1,2,0,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
24621,1,1,49,17,12,1,1,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24621,1,2,40,9,5,2,2,1,2,4,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24621,1,3,8,9,11,1,3,1,1,1,0,1,2,1,0,Primaria,No aplica,Hombre,Hija(o)
24622,1,1,41,14,8,2,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
24622,1,2,21,20,4,2,3,1,1,2,0,4,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
24622,1,3,18,30,1,2,3,1,1,2,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
24622,1,4,10,9,6,2,3,1,1,1,0,4,2,1,0,Primaria,No aplica,Mujer,Hija(o)
24623,1,1,30,28,11,1,1,2,0,0,7,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24623,1,2,25,11,12,2,2,2,0,0,2,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24623,1,3,70,18,1,2,7,2,0,0,0,6,2,1,2,Primaria,Está separada(o),Mujer,Suegra(o)
24623,1,4,8,5,11,1,3,1,1,1,0,2,2,1,0,Primaria,No aplica,Hombre,Hija(o)
24623,1,5,1,23,5,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
24624,1,1,40,1,9,1,1,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24624,1,2,33,3,12,2,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24625,1,1,33,7,3,1,1,2,0,0,0,1,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24625,1,2,32,10,7,2,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24625,1,3,13,27,12,1,3,1,1,2,0,1,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
24625,1,4,12,4,3,1,3,1,1,1,0,5,2,1,5,Primaria,Está soltera(o),Hombre,Hija(o)
24626,1,1,33,25,7,2,1,2,0,0,0,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Jefe(a)
24626,1,2,27,28,10,1,2,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Esposa(o) compañera(o)
24626,1,3,2,8,6,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
24626,1,4,29,12,9,2,9,2,0,0,7,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Sin parentesco
24626,1,5,26,16,9,1,9,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Sin parentesco
24627,1,1,29,20,8,1,1,2,0,0,8,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24627,1,2,29,8,2,2,2,2,0,0,8,2,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24627,1,3,11,4,8,1,3,1,1,1,0,5,2,1,0,Primaria,No aplica,Hombre,Hija(o)
24627,1,4,9,18,1,1,3,1,1,1,0,2,2,1,0,Primaria,No aplica,Hombre,Hija(o)
24627,1,5,3,30,8,1,3,2,0,0,6,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
24628,1,1,37,4,12,1,1,2,0,0,0,2,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24628,1,2,32,20,11,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24628,1,3,8,29,11,1,3,1,1,1,0,1,2,1,0,Primaria,No aplica,Hombre,Hija(o)
24628,1,4,2,31,10,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
24629,1,1,36,26,7,2,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
24629,1,2,13,4,10,2,3,1,1,1,0,1,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
24629,1,3,11,2,12,1,3,2,0,0,4,3,2,1,0,Primaria,No aplica,Hombre,Hija(o)
24630,1,1,31,6,12,2,1,2,0,0,0,1,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
24630,1,2,12,5,9,1,3,1,1,2,0,5,2,1,5,Primaria,Está soltera(o),Hombre,Hija(o)
24630,1,3,9,3,2,1,3,1,1,2,0,3,2,1,0,Primaria,No aplica,Hombre,Hija(o)
24631,1,1,37,16,9,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24631,1,2,39,14,4,2,2,2,0,0,0,1,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24631,1,3,14,16,1,1,3,1,1,1,0,1,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
24631,1,4,12,3,10,1,3,1,1,1,0,1,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
24632,1,1,49,22,7,1,1,2,0,0,0,2,2,1,1,Primaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24632,1,2,28,1,4,2,2,2,0,0,8,6,2,1,1,Primaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24632,1,3,7,12,7,1,3,1,1,2,0,2,2,2,0,Primaria,No aplica,Hombre,Hija(o)
24632,1,4,0,18,10,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
24633,1,1,41,26,3,2,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
24633,1,2,13,29,2,1,3,2,0,0,5,6,2,1,5,Primaria,Está soltera(o),Hombre,Hija(o)
24634,1,1,39,7,2,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24634,1,2,35,9,6,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24634,1,3,8,31,5,2,3,1,1,1,0,2,2,1,0,Primaria,No aplica,Mujer,Hija(o)
24634,1,4,5,27,1,2,3,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
24634,1,5,1,28,4,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
24635,1,1,42,11,11,1,1,2,0,0,0,3,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24635,1,2,44,25,1,2,2,2,0,0,0,2,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24635,1,3,18,15,1,1,3,1,1,1,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
24636,1,1,32,19,3,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24636,1,2,33,27,2,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24636,1,3,14,6,2,2,9,1,1,1,0,1,3,1,5,Secundaria,Está soltera(o),Mujer,Sin parentesco
24636,1,4,9,25,2,1,3,1,1,1,0,3,2,1,0,Primaria,No aplica,Hombre,Hija(o)
24636,1,5,6,31,7,1,3,1,1,1,0,3,1,1,0,Preescolar,No aplica,Hombre,Hija(o)
24637,1,1,45,18,4,1,1,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24637,1,2,34,14,7,2,2,2,0,0,0,5,2,1,1,Primaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24637,1,3,7,18,11,1,3,1,1,2,0,1,2,2,0,Primaria,No aplica,Hombre,Hija(o)
24638,1,1,57,19,10,1,1,2,0,0,0,6,2,1,1,Primaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24638,1,2,58,8,11,2,2,2,0,0,0,6,2,1,1,Primaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24638,1,3,25,4,4,1,5,2,0,0,8,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Nuera o yerno
24638,1,4,27,29,4,2,3,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Hija(o)
24638,1,5,34,2,10,2,3,2,0,0,0,0,0,2,5,Ninguno / No aplica,Está soltera(o),Mujer,Hija(o)
24638,1,6,10,17,8,1,4,1,1,1,0,4,2,1,0,Primaria,No aplica,Hombre,Nieta(o)
24638,1,7,1,16,7,1,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
24639,1,1,38,29,5,1,1,2,0,0,0,2,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24639,1,2,35,14,9,2,2,2,0,0,0,4,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24639,1,3,16,4,9,1,3,2,0,0,8,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
24639,1,4,8,21,10,2,3,1,1,3,0,2,2,1,0,Primaria,No aplica,Mujer,Hija(o)
24639,1,5,5,23,1,2,3,1,2,3,0,1,1,0,0,Preescolar,No aplica,Mujer,Hija(o)
24640,1,1,60,28,8,2,1,2,0,0,0,2,7,1,1,Estudios técnicos o comerciales con secundaria terminada,Vive con su pareja o en unión libre,Mujer,Jefe(a)
24640,1,2,55,17,5,1,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Esposa(o) compañera(o)
24640,1,3,31,7,1,2,3,2,0,0,0,4,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
24640,1,4,24,2,12,1,3,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
24640,1,5,17,4,9,2,4,1,1,2,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Nieta(o)
24640,1,6,16,11,4,1,4,2,0,0,5,0,0,2,5,Ninguno / No aplica,Está soltera(o),Hombre,Nieta(o)
24641,1,1,33,14,3,1,1,2,0,0,0,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24641,1,2,32,28,10,2,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24641,1,3,13,22,4,1,3,1,1,2,0,1,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
24641,1,4,14,19,3,2,3,1,1,2,0,2,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
24642,1,1,50,25,7,2,1,2,0,0,0,3,7,1,1,Estudios técnicos o comerciales con secundaria terminada,Vive con su pareja o en unión libre,Mujer,Jefe(a)
24642,1,2,16,2,3,2,3,1,1,2,0,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
24642,1,3,50,17,11,1,2,2,0,0,0,6,2,1,1,Primaria,Vive con su pareja o en unión libre,Hombre,Esposa(o) compañera(o)
24643,1,1,53,23,2,2,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
24643,1,2,53,11,8,1,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
24643,1,3,31,17,1,1,3,1,1,2,0,1,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
24643,1,4,27,13,5,1,3,1,1,2,0,4,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
24644,1,1,60,7,1,2,1,2,0,0,0,6,2,1,5,Primaria,Está soltera(o),Mujer,Jefe(a)
24644,1,2,83,3,3,2,6,2,0,0,0,4,2,1,4,Primaria,Está viuda(o),Mujer,Madre o padre
24645,1,1,61,16,6,2,1,2,0,0,0,3,4,1,2,Preparatoria o bachillerato,Está separada(o),Mujer,Jefe(a)
24646,1,1,41,21,2,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24646,1,2,38,24,8,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24646,1,3,15,14,6,1,3,1,1,2,0,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
24646,1,4,12,22,11,2,3,1,1,2,0,5,2,1,5,Primaria,Está soltera(o),Mujer,Hija(o)
24646,1,5,1,15,1,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
24647,1,1,65,20,2,2,1,2,0,0,0,3,2,1,4,Primaria,Está viuda(o),Mujer,Jefe(a)
24647,1,2,27,15,4,1,3,2,0,0,7,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
24648,1,1,32,20,5,1,1,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24648,1,2,28,4,12,2,2,1,2,1,0,2,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24648,1,3,10,15,4,1,3,1,1,1,0,3,2,1,0,Primaria,No aplica,Hombre,Hija(o)
24648,1,4,9,18,8,1,3,1,1,1,0,2,2,1,0,Primaria,No aplica,Hombre,Hija(o)
24648,1,5,4,24,1,1,3,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
24649,1,1,42,12,11,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24649,1,2,38,19,4,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24649,1,3,19,9,10,1,3,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
24649,1,4,11,26,6,2,3,1,1,2,0,5,2,1,0,Primaria,No aplica,Mujer,Hija(o)
24649,1,5,10,12,9,2,3,1,1,2,0,4,2,1,0,Primaria,No aplica,Mujer,Hija(o)
24650,1,1,43,7,4,1,1,2,0,0,0,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24650,1,2,43,18,2,2,2,2,0,0,0,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24650,1,3,72,14,8,1,7,2,0,0,0,3,7,1,2,Estudios técnicos o comerciales con secundaria terminada,Está separada(o),Hombre,Suegra(o)
24650,1,4,22,21,7,2,3,2,0,0,1,2,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Mujer,Hija(o)
24650,1,5,22,28,8,1,5,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Nuera o yerno
24650,1,6,0,30,8,1,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
24651,1,1,36,22,4,2,1,2,0,0,0,2,2,1,4,Primaria,Está viuda(o),Mujer,Jefe(a)
24651,1,2,17,12,6,2,3,2,0,0,7,3,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
24651,1,3,14,9,6,1,3,2,0,0,7,6,2,1,5,Primaria,Está soltera(o),Hombre,Hija(o)
24652,1,1,34,6,6,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24652,1,2,33,18,12,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24652,1,3,2,18,6,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
24653,1,1,34,10,8,1,1,2,0,0,0,5,9,1,6,Normal de licenciatura,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24653,1,2,33,18,2,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24653,1,3,55,13,10,2,7,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Mujer,Suegra(o)
24653,1,4,4,4,2,1,3,2,0,0,6,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
24653,1,5,0,18,4,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
24654,1,1,39,23,3,1,1,2,0,0,0,1,3,1,2,Secundaria,Está separada(o),Hombre,Jefe(a)
24654,1,2,8,17,4,1,3,1,1,2,0,2,2,1,0,Primaria,No aplica,Hombre,Hija(o)
24655,1,1,42,17,11,1,1,2,0,0,0,6,2,1,2,Primaria,Está separada(o),Hombre,Jefe(a)
24656,1,1,27,4,9,1,1,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Jefe(a)
24656,1,2,23,23,7,1,8,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Otro
24657,1,1,28,23,8,2,1,2,0,0,7,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
24657,1,2,9,2,9,2,3,1,1,2,0,3,2,1,0,Primaria,No aplica,Mujer,Hija(o)
24657,1,3,7,29,10,2,3,1,1,2,0,1,2,1,0,Primaria,No aplica,Mujer,Hija(o)
24657,1,4,5,5,12,1,3,2,0,0,7,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
24658,1,1,43,30,11,1,1,2,0,0,0,0,0,1,1,Ninguno / No aplica,Vive con su pareja o en unión libre,Hombre,Jefe(a)
24658,1,2,20,3,2,2,2,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
24658,1,3,2,20,11,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
24658,1,4,1,11,11,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
24659,1,1,76,24,12,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
24659,1,2,70,11,1,2,2,2,0,0,0,3,8,1,6,Estudios técnicos o comerciales con preparatoria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
24659,1,3,28,28,6,1,3,2,0,0,8,1,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
24659,1,4,38,13,5,1,3,2,0,0,0,4,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
24660,1,1,42,2,4,2,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
24660,1,2,14,17,12,1,3,1,1,1,0,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
24660,1,3,23,20,11,2,3,2,0,0,2,2,4,1,2,Preparatoria o bachillerato,Está separada(o),Mujer,Hija(o)
24660,1,4,4,13,9,2,4,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Nieta(o)
24661,1,1,74,18,4,2,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
24662,1,1,77,3,11,1,1,2,0,0,0,3,3,1,4,Secundaria,Está viuda(o),Hombre,Jefe(a)
24662,1,2,43,24,5,2,3,2,0,0,0,3,4,1,3,Preparatoria o bachillerato,Está divorciada(o),Mujer,Hija(o)
24662,1,3,43,24,5,2,3,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Hija(o)
