folio,foliohog,id_pobla,edad,nacio_dia,nacio_mes,sexo,parentesco,asiste_esc,tipo_esc,turno_esc,no_asiste,grado_inst,nivel_inst,alfabetism,edo_conyug,nivel_inst_desc,edo_conyug_desc,sexo_desc,parentesco_desc
3571,1,2,55,23,3,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3571,1,3,36,25,12,1,3,2,0,0,0,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3571,1,4,33,20,9,1,3,2,0,0,0,2,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3572,1,1,50,17,2,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3572,1,2,45,10,6,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3572,1,3,18,14,5,2,3,1,1,1,0,1,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
3573,1,1,47,14,12,1,1,2,0,0,0,1,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3573,1,2,33,3,3,2,2,2,0,0,0,4,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3573,1,3,14,24,12,1,3,1,1,1,0,1,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3573,1,4,9,18,7,1,3,1,1,1,0,4,2,1,0,Primaria,No aplica,Hombre,Hija(o)
3573,1,5,3,23,8,1,3,2,0,0,6,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
3573,1,6,0,24,2,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
3574,1,1,50,25,7,1,1,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3574,1,2,42,11,9,2,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3574,1,3,13,12,6,2,3,1,1,1,0,1,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3575,1,1,57,9,2,1,1,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Hombre,Jefe(a)
3575,1,2,29,14,7,1,5,2,0,0,9,5,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Hombre,Nuera o yerno
3575,1,3,26,19,3,2,3,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Hija(o)
3575,1,4,7,17,5,2,4,1,1,2,0,1,2,1,0,Primaria,No aplica,Mujer,Nieta(o)
3575,1,5,2,15,8,2,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Nieta(o)
3575,1,6,1,19,10,1,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
3576,1,1,53,24,11,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3576,1,2,55,20,4,2,2,2,0,0,0,1,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3577,1,1,52,23,4,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3577,1,2,49,29,7,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3577,1,3,14,15,1,1,3,1,1,1,0,1,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3577,1,4,54,9,3,2,8,2,0,0,0,3,3,1,5,Secundaria,Está soltera(o),Mujer,Otro
3578,1,1,37,7,9,1,1,2,0,0,0,1,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3578,1,2,40,2,10,2,2,2,0,0,0,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3578,1,3,16,26,10,1,9,2,0,0,8,1,3,1,5,Secundaria,Está soltera(o),Hombre,Sin parentesco
3578,1,4,7,3,9,1,3,1,1,1,0,1,2,2,0,Primaria,No aplica,Hombre,Hija(o)
3578,1,5,5,11,8,1,3,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
3579,1,1,41,19,7,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3579,1,2,44,13,10,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3580,1,1,25,20,1,1,1,1,2,1,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3580,1,2,24,4,10,2,2,2,0,0,9,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3581,1,1,42,18,7,1,1,2,0,0,0,2,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3581,1,2,52,6,11,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3582,1,1,63,5,9,1,1,2,0,0,0,1,4,1,2,Preparatoria o bachillerato,Está separada(o),Hombre,Jefe(a)
3583,1,1,57,20,11,2,1,2,0,0,0,4,10,1,2,Licenciatura o profesional,Está separada(o),Mujer,Jefe(a)
3583,1,2,28,23,1,1,3,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3583,1,3,22,23,11,2,3,2,0,0,1,1,4,1,2,Preparatoria o bachillerato,Está separada(o),Mujer,Hija(o)
3583,1,4,2,23,10,1,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
3583,1,5,0,14,7,2,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Nieta(o)
3584,1,1,85,16,1,1,1,2,0,0,0,0,0,2,4,Ninguno / No aplica,Está viuda(o),Hombre,Jefe(a)
3585,1,1,40,5,4,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3585,1,2,41,19,1,2,2,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3586,1,1,64,2,4,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3586,1,2,62,10,6,2,2,2,0,0,0,3,6,1,6,Estudios técnicos o comerciales con primaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3587,1,1,47,19,11,1,1,2,0,0,0,2,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3587,1,2,43,28,7,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3587,1,3,19,23,12,1,3,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3587,1,4,7,6,6,1,8,1,1,1,0,1,2,1,0,Primaria,No aplica,Hombre,Otro
3588,1,1,35,26,9,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3588,1,2,31,21,10,2,2,2,0,0,0,1,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3588,1,3,13,29,5,1,3,1,1,2,0,1,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3588,1,4,10,15,10,2,3,1,1,1,0,5,2,1,0,Primaria,No aplica,Mujer,Hija(o)
3589,1,1,47,28,6,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3589,1,2,50,6,10,2,2,2,0,0,0,1,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3589,1,3,21,10,6,1,3,1,1,1,0,3,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
3589,1,4,17,11,6,1,3,1,1,1,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3589,1,5,12,22,7,2,3,1,2,1,0,6,2,1,5,Primaria,Está soltera(o),Mujer,Hija(o)
3590,1,1,67,9,3,2,1,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Mujer,Jefe(a)
3590,1,2,40,21,8,2,3,2,0,0,0,3,4,1,2,Preparatoria o bachillerato,Está separada(o),Mujer,Hija(o)
3590,1,3,27,6,8,2,4,2,0,0,9,2,8,1,5,Estudios técnicos o comerciales con preparatoria terminada,Está soltera(o),Mujer,Nieta(o)
3590,1,4,15,27,9,2,4,1,1,2,0,2,3,1,5,Secundaria,Está soltera(o),Mujer,Nieta(o)
3591,1,1,79,9,12,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3591,1,2,79,29,10,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3592,1,1,50,27,2,1,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Hombre,Jefe(a)
3592,1,2,78,27,8,2,6,2,0,0,0,0,0,2,4,Ninguno / No aplica,Está viuda(o),Mujer,Madre o padre
3593,1,1,50,5,6,1,1,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3593,1,2,45,30,8,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3594,1,1,82,5,11,2,1,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Mujer,Jefe(a)
3594,1,2,51,4,9,1,3,2,0,0,0,4,10,1,2,Licenciatura o profesional,Está separada(o),Hombre,Hija(o)
3595,1,1,57,19,5,2,1,2,0,0,0,2,6,1,2,Estudios técnicos o comerciales con primaria terminada,Está separada(o),Mujer,Jefe(a)
3596,1,1,73,19,11,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3596,1,2,67,28,8,2,2,2,0,0,0,3,6,1,6,Estudios técnicos o comerciales con primaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3597,1,1,57,10,6,1,1,2,0,0,0,2,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3597,1,2,58,11,7,2,2,2,0,0,0,3,6,1,6,Estudios técnicos o comerciales con primaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3597,1,3,23,20,11,1,3,2,0,0,9,4,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
3597,1,4,18,23,6,1,3,1,2,2,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3598,1,1,32,2,11,1,1,2,0,0,0,1,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3598,1,2,26,11,3,2,2,2,0,0,9,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3598,1,3,0,21,7,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
3599,1,1,56,20,9,1,1,2,0,0,0,2,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3599,1,2,56,26,12,2,2,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3600,1,1,80,16,3,1,1,2,0,0,0,4,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3600,1,2,69,27,1,2,2,2,0,0,0,3,6,1,6,Estudios técnicos o comerciales con primaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3600,1,3,50,5,7,1,3,2,0,0,0,3,7,1,5,Estudios técnicos o comerciales con secundaria terminada,Está soltera(o),Hombre,Hija(o)
3601,1,1,86,11,4,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3601,1,2,82,27,1,2,2,2,0,0,0,3,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3602,1,1,52,18,7,1,1,2,0,0,0,2,11,1,6,Maestría,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3602,1,2,50,25,1,2,2,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3602,1,3,22,22,2,1,3,1,2,1,0,3,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
3602,1,4,19,27,8,1,3,1,1,1,0,1,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
3603,1,1,62,15,5,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3603,1,2,58,6,8,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3604,1,1,56,10,2,2,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
3604,1,2,57,25,10,1,9,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Sin parentesco
3604,1,3,25,27,2,1,9,1,2,3,0,4,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Sin parentesco
3605,1,1,66,25,3,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3605,1,2,61,27,8,2,2,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3605,1,3,33,7,9,1,3,2,0,0,0,4,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
3605,1,4,25,17,3,2,3,1,2,1,0,2,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
3606,1,1,33,16,8,1,1,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3606,1,2,26,25,4,2,2,2,0,0,7,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3606,1,3,6,12,7,1,3,1,1,1,0,2,1,1,0,Preescolar,No aplica,Hombre,Hija(o)
3606,1,4,4,12,2,1,3,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
3607,1,1,45,24,3,1,1,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3607,1,2,40,18,4,2,2,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3607,1,3,14,25,3,2,3,1,1,1,0,1,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3607,1,4,10,7,5,1,3,1,1,1,0,3,2,1,0,Primaria,No aplica,Hombre,Hija(o)
3608,1,1,64,9,4,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3608,1,2,64,17,10,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3609,1,1,35,9,6,1,1,2,0,0,0,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3609,1,2,35,1,8,2,2,2,0,0,0,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3609,1,3,8,4,10,1,3,1,1,1,0,2,2,1,0,Primaria,No aplica,Hombre,Hija(o)
3609,1,4,8,4,10,2,3,1,1,1,0,2,2,1,0,Primaria,No aplica,Mujer,Hija(o)
3610,1,1,33,24,1,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3610,1,2,32,30,8,2,2,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3610,1,3,7,10,12,1,3,1,2,1,0,1,2,1,0,Primaria,No aplica,Hombre,Hija(o)
3610,1,4,2,12,4,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
3611,1,1,85,18,2,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3611,1,2,74,23,10,2,2,2,0,0,0,3,6,1,6,Estudios técnicos o comerciales con primaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3612,1,1,65,18,1,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3612,1,2,62,8,10,2,2,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3613,1,1,47,17,7,1,1,2,0,0,0,4,10,1,3,Licenciatura o profesional,Está divorciada(o),Hombre,Jefe(a)
3613,1,2,17,23,9,1,3,1,1,1,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3614,1,1,40,15,5,1,1,2,0,0,0,1,11,1,6,Maestría,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3614,1,2,35,11,4,2,2,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3614,1,3,1,20,4,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
3615,1,1,24,15,11,1,1,2,0,0,7,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3615,1,2,19,24,1,2,2,2,0,0,1,2,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3615,1,3,2,18,9,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
3615,1,4,0,12,6,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
3616,1,1,50,23,10,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3616,1,2,45,13,6,2,2,2,0,0,0,2,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3616,1,3,21,24,12,2,3,2,0,0,8,3,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3616,1,4,17,3,3,1,3,1,1,1,0,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
3616,1,5,28,24,1,1,5,2,0,0,7,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Nuera o yerno
3616,1,6,26,10,10,2,3,2,0,0,8,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Hija(o)
3616,1,7,11,4,6,2,4,1,1,1,0,5,2,1,0,Primaria,No aplica,Mujer,Nieta(o)
3616,1,8,10,4,10,2,4,1,1,1,0,4,2,1,0,Primaria,No aplica,Mujer,Nieta(o)
3616,1,9,3,16,3,1,4,2,0,0,11,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
3616,1,10,1,26,6,2,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Nieta(o)
3617,1,1,39,25,5,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3617,1,2,40,8,5,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3617,1,3,14,30,1,2,3,1,1,1,0,1,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3617,1,4,12,7,10,1,3,1,1,1,0,6,2,1,5,Primaria,Está soltera(o),Hombre,Hija(o)
3618,1,1,46,1,2,1,1,2,0,0,0,6,2,1,3,Primaria,Está divorciada(o),Hombre,Jefe(a)
3619,1,1,69,30,12,1,1,2,0,0,0,2,6,1,6,Estudios técnicos o comerciales con primaria terminada,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3619,1,2,64,31,12,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3620,1,1,71,28,10,1,1,2,0,0,0,5,10,1,4,Licenciatura o profesional,Está viuda(o),Hombre,Jefe(a)
3620,1,2,38,1,5,2,3,2,0,0,0,5,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
3620,1,3,36,19,8,2,3,2,0,0,0,5,9,1,5,Normal de licenciatura,Está soltera(o),Mujer,Hija(o)
3621,1,1,22,20,5,1,1,1,1,2,0,3,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Jefe(a)
3621,1,2,54,9,5,2,6,2,0,0,0,3,3,1,3,Secundaria,Está divorciada(o),Mujer,Madre o padre
3621,1,3,15,15,8,2,6,1,1,1,0,3,3,1,5,Secundaria,Está soltera(o),Mujer,Madre o padre
3622,1,1,21,11,1,1,1,2,0,0,4,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3622,1,2,25,13,5,2,2,2,0,0,9,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3623,1,1,80,3,10,2,1,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Mujer,Jefe(a)
3623,1,2,54,2,4,2,3,2,0,0,0,4,10,1,3,Licenciatura o profesional,Está divorciada(o),Mujer,Hija(o)
3623,1,3,43,26,12,1,3,2,0,0,0,1,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
3624,1,1,65,20,1,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3624,1,2,54,3,12,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3625,1,1,64,18,8,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3625,1,2,67,17,10,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3626,1,1,31,6,6,1,1,2,0,0,0,3,3,2,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
3626,1,2,21,6,12,2,2,2,0,0,7,6,2,1,1,Primaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
3626,1,3,2,24,7,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
3626,1,4,1,19,8,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
3627,1,1,64,11,4,1,1,2,0,0,0,2,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3627,1,2,64,12,12,2,2,2,0,0,0,2,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3628,1,1,27,29,6,1,1,2,0,0,8,3,3,1,5,Secundaria,Está soltera(o),Hombre,Jefe(a)
3629,1,1,45,17,9,2,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
3629,1,2,48,2,11,1,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
3630,1,1,32,2,12,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3630,1,2,32,17,7,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3630,1,3,4,12,12,2,3,1,1,1,0,1,1,0,0,Preescolar,No aplica,Mujer,Hija(o)
3630,1,4,2,18,3,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
3630,1,5,58,25,9,2,6,2,0,0,0,3,3,1,4,Secundaria,Está viuda(o),Mujer,Madre o padre
3631,1,1,66,17,10,2,1,2,0,0,0,3,3,1,4,Secundaria,Está viuda(o),Mujer,Jefe(a)
3632,1,1,35,8,10,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3632,1,2,34,27,7,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3632,1,3,15,1,10,1,3,1,1,1,0,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
3632,1,4,12,2,8,2,3,1,1,1,0,6,2,1,5,Primaria,Está soltera(o),Mujer,Hija(o)
3632,1,5,10,1,4,2,3,1,1,2,0,3,2,1,0,Primaria,No aplica,Mujer,Hija(o)
3633,1,1,37,4,9,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3633,1,2,25,7,11,2,2,2,0,0,8,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3633,1,3,7,1,12,2,3,1,1,1,0,1,2,1,0,Primaria,No aplica,Mujer,Hija(o)
3633,1,4,5,30,9,1,3,1,1,1,0,1,1,0,0,Preescolar,No aplica,Hombre,Hija(o)
3634,1,1,66,11,5,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3634,1,2,55,27,8,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3634,1,3,6,28,10,1,4,1,1,1,0,2,1,2,0,Preescolar,No aplica,Hombre,Nieta(o)
3635,1,1,46,11,5,2,1,2,0,0,0,2,7,1,3,Estudios técnicos o comerciales con secundaria terminada,Está divorciada(o),Mujer,Jefe(a)
3635,1,2,24,13,3,2,3,2,0,0,9,4,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
3635,1,3,11,12,4,2,3,1,1,1,0,5,2,1,0,Primaria,No aplica,Mujer,Hija(o)
3636,1,1,58,10,12,2,1,2,0,0,0,6,2,1,3,Primaria,Está divorciada(o),Mujer,Jefe(a)
3637,1,1,34,30,3,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
3637,1,2,33,28,8,2,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
3637,1,3,13,30,11,2,3,1,1,2,0,2,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
3637,1,4,7,21,2,2,3,1,1,1,0,2,1,1,0,Preescolar,No aplica,Mujer,Hija(o)
