folio,foliohog,id_cagua,cagua_tipo,cagua_capa,cagua_adqu,cagua_anio,cagua_mant,cagua_tipo_desc,cagua_adqu_desc,cagua_mant_desc,cagua_capa_desc
368,1,1,1,3,1,20,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
369,1,1,1,3,1,12,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
370,1,1,2,0,1,20,2,De gas de rápida recuperación,Nuevo,Cada año,
374,1,1,7,3,1,4,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
376,1,1,1,3,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
379,1,1,7,2,1,2,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
382,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
383,1,1,1,3,1,20,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
393,1,1,2,0,2,99,4,De gas de rápida recuperación,Usado,No le da mantenimiento,
394,1,1,1,2,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
395,1,1,1,2,1,7,3,De gas con deposito,Nuevo,Cada 2 años,De 50 a 60 litros (hasta 3 personas)
396,1,1,7,5,1,4,3,Solar,Nuevo,Cada 2 años,De 120 a 140 litros (hasta 7 personas)
398,1,1,7,4,1,2,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
401,1,1,7,5,2,3,1,Solar,Usado,Cada 6 meses,De 120 a 140 litros (hasta 7 personas)
402,1,1,7,5,1,5,4,Solar,Nuevo,No le da mantenimiento,De 120 a 140 litros (hasta 7 personas)
404,1,1,1,1,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
405,1,1,2,0,1,6,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
406,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
411,1,1,7,3,1,3,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
412,1,1,1,2,1,12,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
413,1,1,2,0,1,15,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
416,1,1,7,3,1,10,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
417,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
418,1,1,4,0,1,1,1,Eléctrico instantáneo de paso,Nuevo,Cada 6 meses,
420,1,1,7,4,1,10,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
424,1,1,1,3,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
426,1,1,7,4,1,3,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
427,1,1,1,9,1,10,2,De gas con deposito,Nuevo,Cada año,No sabe
428,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
431,1,1,1,2,1,20,3,De gas con deposito,Nuevo,Cada 2 años,De 50 a 60 litros (hasta 3 personas)
432,1,1,7,4,1,2,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
433,1,1,7,2,1,3,2,Solar,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
434,1,1,7,4,1,5,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
435,1,1,1,9,1,99,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
444,1,1,7,3,1,3,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
446,1,1,1,3,1,6,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
451,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
455,1,1,2,0,1,3,2,De gas de rápida recuperación,Nuevo,Cada año,
456,1,1,1,3,1,10,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
457,1,1,1,2,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
458,1,1,1,3,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
459,1,1,1,2,1,2,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
463,1,1,7,4,1,4,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
464,1,1,7,4,2,1,4,Solar,Usado,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
466,1,1,7,4,1,4,3,Solar,Nuevo,Cada 2 años,De 90 a 110 litros (hasta 6 personas)
470,1,1,7,3,1,4,2,Solar,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
478,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
483,1,1,1,4,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
490,1,1,1,3,1,6,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
491,1,1,1,9,2,99,4,De gas con deposito,Usado,No le da mantenimiento,No sabe
492,1,1,1,4,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
494,1,1,7,4,1,5,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
495,1,1,1,4,1,5,3,De gas con deposito,Nuevo,Cada 2 años,De 90 a 110 litros (hasta 6 personas)
496,1,1,1,3,1,10,3,De gas con deposito,Nuevo,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
497,1,1,7,5,1,2,2,Solar,Nuevo,Cada año,De 120 a 140 litros (hasta 7 personas)
498,1,1,1,4,1,5,3,De gas con deposito,Nuevo,Cada 2 años,De 90 a 110 litros (hasta 6 personas)
499,1,1,1,3,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
500,1,1,7,3,1,2,2,Solar,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
501,1,2,7,4,1,2,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
501,1,1,4,0,1,2,4,Eléctrico instantáneo de paso,Nuevo,No le da mantenimiento,
502,1,1,7,4,1,4,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
508,1,1,7,3,1,1,1,Solar,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
510,1,1,1,3,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
514,1,1,1,3,1,13,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
522,1,1,7,3,2,99,2,Solar,Usado,Cada año,De 70 a 80 litros (hasta 4 personas)
523,1,1,7,3,1,3,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
527,1,1,1,4,1,10,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
528,1,1,1,3,1,1,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
529,1,1,1,3,1,11,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
530,1,1,4,0,1,5,2,Eléctrico instantáneo de paso,Nuevo,Cada año,
532,1,1,1,3,2,10,4,De gas con deposito,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
534,1,1,1,3,1,12,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
535,1,1,1,3,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
538,1,1,7,3,1,12,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
540,1,1,1,9,1,11,2,De gas con deposito,Nuevo,Cada año,No sabe
544,1,1,1,2,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
547,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
549,1,1,1,3,1,10,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
550,1,1,1,1,1,5,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
551,1,1,1,1,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
553,1,1,1,2,1,9,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
555,1,1,7,9,1,6,4,Solar,Nuevo,No le da mantenimiento,No sabe
556,1,1,7,2,1,6,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
569,1,1,7,9,1,1,4,Solar,Nuevo,No le da mantenimiento,No sabe
570,1,1,1,2,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
571,1,1,1,9,1,7,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
573,1,1,1,1,1,10,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
574,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
580,1,1,1,3,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
584,1,1,7,3,2,4,4,Solar,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
588,1,1,1,1,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
589,1,1,1,3,1,9,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
590,1,1,3,0,1,5,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
591,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
592,1,1,1,3,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
593,1,1,7,9,1,5,4,Solar,Nuevo,No le da mantenimiento,No sabe
594,1,1,7,6,1,2,2,Solar,Nuevo,Cada año,Más de 140 litros (más de 7 personas)
595,1,1,7,4,1,10,1,Solar,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
596,1,1,6,3,2,40,3,De leña,Usado,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
598,1,1,7,3,1,7,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
600,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
601,1,1,7,2,1,3,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
602,1,1,1,9,2,99,4,De gas con deposito,Usado,No le da mantenimiento,No sabe
603,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
605,1,1,7,3,1,3,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
607,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
608,1,1,7,3,1,3,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
610,1,1,7,1,1,4,4,Solar,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
613,1,1,1,9,2,50,4,De gas con deposito,Usado,No le da mantenimiento,No sabe
614,1,1,7,3,1,1,1,Solar,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
616,1,1,2,0,1,6,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
617,1,1,7,1,2,99,4,Solar,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
618,1,1,1,3,2,2,1,De gas con deposito,Usado,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
619,1,1,7,3,1,5,1,Solar,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
622,1,1,1,2,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
624,1,1,7,5,1,5,3,Solar,Nuevo,Cada 2 años,De 120 a 140 litros (hasta 7 personas)
627,1,1,7,5,1,1,4,Solar,Nuevo,No le da mantenimiento,De 120 a 140 litros (hasta 7 personas)
628,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
635,1,1,1,4,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
636,1,1,1,2,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
641,1,1,7,2,1,3,2,Solar,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
642,1,1,7,4,1,2,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
643,1,1,7,5,1,5,3,Solar,Nuevo,Cada 2 años,De 120 a 140 litros (hasta 7 personas)
645,1,1,7,1,1,2,4,Solar,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
646,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
652,1,1,7,2,1,3,2,Solar,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
654,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
658,1,1,7,2,1,7,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
658,1,2,1,3,1,17,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
659,1,1,7,3,1,2,1,Solar,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
662,1,1,1,3,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
664,1,1,1,9,2,99,2,De gas con deposito,Usado,Cada año,No sabe
665,1,1,1,9,1,12,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
666,1,1,7,1,1,3,4,Solar,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
668,1,1,7,1,1,3,4,Solar,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
670,1,2,3,0,1,8,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
670,1,1,7,2,1,1,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
671,1,1,7,3,1,3,1,Solar,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
672,1,1,1,3,1,18,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
673,1,1,1,1,1,10,3,De gas con deposito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
675,1,1,7,4,1,7,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
676,1,1,7,4,1,5,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
676,1,2,1,3,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
678,1,1,7,4,1,1,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
690,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
692,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
696,1,1,1,3,2,99,1,De gas con deposito,Usado,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
698,1,1,1,4,1,3,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
699,1,1,7,4,1,6,1,Solar,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
700,1,1,7,4,1,5,3,Solar,Nuevo,Cada 2 años,De 90 a 110 litros (hasta 6 personas)
703,1,1,1,6,1,3,2,De gas con deposito,Nuevo,Cada año,Más de 140 litros (más de 7 personas)
704,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
705,1,1,7,3,1,3,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
706,1,1,5,1,1,4,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
707,1,1,1,1,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
708,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
712,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
713,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
714,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
715,1,1,7,4,1,4,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
716,1,1,7,4,1,2,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
717,1,1,7,4,1,3,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
719,1,1,7,6,1,2,4,Solar,Nuevo,No le da mantenimiento,Más de 140 litros (más de 7 personas)
721,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
723,1,1,7,3,1,4,1,Solar,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
724,1,1,7,2,1,1,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
725,1,1,7,3,1,2,1,Solar,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
726,1,1,7,2,1,2,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
727,1,1,7,2,1,3,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
728,1,1,7,1,1,2,4,Solar,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
729,1,1,7,1,1,2,4,Solar,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
730,1,1,1,1,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
731,1,1,1,2,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
732,1,1,1,1,1,15,3,De gas con deposito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
733,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
735,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
737,1,1,7,5,1,3,4,Solar,Nuevo,No le da mantenimiento,De 120 a 140 litros (hasta 7 personas)
739,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
742,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
745,1,1,1,1,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
746,1,1,1,9,1,11,2,De gas con deposito,Nuevo,Cada año,No sabe
749,1,1,1,1,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
750,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
753,1,1,1,3,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
754,1,1,7,3,2,2,2,Solar,Usado,Cada año,De 70 a 80 litros (hasta 4 personas)
757,1,1,4,0,1,6,2,Eléctrico instantáneo de paso,Nuevo,Cada año,
759,1,1,2,0,1,2,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
762,1,1,7,2,1,5,2,Solar,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
763,1,1,7,3,1,2,3,Solar,Nuevo,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
764,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
765,1,1,4,0,1,19,2,Eléctrico instantáneo de paso,Nuevo,Cada año,
765,1,2,7,3,1,3,1,Solar,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
766,1,1,7,3,1,6,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
767,1,1,1,3,1,2,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
767,1,2,7,3,1,3,2,Solar,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
768,1,2,7,4,1,7,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
768,1,1,1,4,1,12,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
771,1,1,1,4,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
776,1,1,1,9,2,99,1,De gas con deposito,Usado,Cada 6 meses,No sabe
777,1,1,6,4,1,2,4,De leña,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
778,1,1,7,9,1,2,4,Solar,Nuevo,No le da mantenimiento,No sabe
779,1,1,7,9,1,1,4,Solar,Nuevo,No le da mantenimiento,No sabe
782,1,1,7,9,1,3,4,Solar,Nuevo,No le da mantenimiento,No sabe
783,1,1,7,3,1,3,1,Solar,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
785,1,1,7,2,1,1,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
786,1,1,7,4,1,4,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
788,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
789,1,1,7,6,1,2,4,Solar,Nuevo,No le da mantenimiento,Más de 140 litros (más de 7 personas)
791,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
794,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
797,1,1,7,3,1,10,2,Solar,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
798,1,1,7,5,1,99,4,Solar,Nuevo,No le da mantenimiento,De 120 a 140 litros (hasta 7 personas)
799,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
800,1,1,7,6,1,3,4,Solar,Nuevo,No le da mantenimiento,Más de 140 litros (más de 7 personas)
801,1,1,7,4,1,6,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
803,1,1,7,4,1,1,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
804,1,1,7,5,1,2,4,Solar,Nuevo,No le da mantenimiento,De 120 a 140 litros (hasta 7 personas)
810,1,1,7,4,1,2,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
812,1,1,6,1,1,15,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
813,1,1,1,3,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
814,1,1,7,3,2,4,4,Solar,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
816,1,1,7,2,1,2,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
817,1,1,7,4,1,3,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
818,1,1,7,4,1,2,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
819,1,1,7,3,1,4,2,Solar,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
820,1,2,7,9,1,2,2,Solar,Nuevo,Cada año,No sabe
820,1,1,2,0,1,7,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
821,1,1,7,4,1,2,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
822,1,1,7,3,1,4,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
823,1,1,1,3,1,3,3,De gas con deposito,Nuevo,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
824,1,1,6,1,2,5,1,De leña,Usado,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
825,1,1,1,3,2,3,2,De gas con deposito,Usado,Cada año,De 70 a 80 litros (hasta 4 personas)
826,1,1,7,3,1,3,1,Solar,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
828,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
835,1,1,7,3,1,3,2,Solar,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
837,1,1,1,9,1,15,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
846,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
847,1,1,6,9,2,99,4,De leña,Usado,No le da mantenimiento,No sabe
848,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
849,1,1,6,9,2,99,4,De leña,Usado,No le da mantenimiento,No sabe
853,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
854,1,1,1,3,2,2,1,De gas con deposito,Usado,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
855,1,1,1,9,1,11,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
856,1,1,7,4,1,3,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
857,1,1,1,9,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
858,1,1,3,0,1,9,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
859,1,1,1,3,1,7,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
860,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
861,1,2,7,5,1,1,4,Solar,Nuevo,No le da mantenimiento,De 120 a 140 litros (hasta 7 personas)
861,1,1,1,2,1,7,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
862,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
866,1,1,7,4,1,4,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
867,1,1,1,1,1,5,3,De gas con deposito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
869,1,1,1,9,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
871,1,1,7,6,1,2,1,Solar,Nuevo,Cada 6 meses,Más de 140 litros (más de 7 personas)
